entrez_id	gene_name
9267	CYTH1
54935	DUSP23
4072	EPCAM
23474	ETHE1
55711	FAR2
5223	PGAM1
23187	PHLDB1
51090	PLLP
445582	POTEE
7103	TSPAN8
8099	CDK2AP1
23633	KPNA6
376267	RAB15
5930	RBBP6
84220	RGPD5
9877	ZC3H11A
4744	NEFH
23184	MESD
23131	GPATCH8
9360	PPIG
5954	RCN1
79596	OBI1
202	CRYBG1
8412	BCAR3
54606	DDX56
9982	FGFBP1
29997	NOP53
60495	HPSE2
10855	HPSE
113251	LARP4
8602	NOP14
51491	NOP16
51203	NUSAP1
10908	PNPLA6
85313	PPIL4
64062	RBM26
6507	SLC1A3
79080	CCDC86
123263	MTFMT
79811	SLTM
57050	UTP3
23178	PASK
23111	SPART
9238	TBRG4
3059	HCLS1
57584	ARHGAP21
8927	BSN
28991	COMMD5
3475	IFRD1
84918	LRP11
4255	MGMT
5764	PTN
57379	AICDA
50717	DCAF8
23299	BICD2
79598	CEP97
5757	PTMA
1179	CLCA1
27134	TJP3
7466	WFS1
23683	PRKD3
7227	TRPS1
6736	SRY
5333	PLCD1
3841	KPNA5
79188	TMEM43
9933	PUM3
84181	CHD6
1198	CLK3
1755	DMBT1
1669	DEFA4
4267	CD99
1130	LYST
79576	NKAP
26747	NUFIP1
9136	RRP9
55135	WRAP53
10204	NUTF2
4810	NHS
10411	RAPGEF3
7027	TFDP1
672	BRCA1
9043	SPAG9
9969	MED13
51586	MED15
9440	MED17
9439	MED23
9862	MED24
81857	MED25
9441	MED26
10001	MED6
9443	MED7
112950	MED8
474382	H2AB1
3015	H2AZ1
8349	H2BC21
128312	H2BC26
84811	BUD13
56259	CTNNBL1
4343	MOV10
5496	PPM1G
10921	RNPS1
6637	SNRPG
8735	MYH13
4619	MYH1
5217	PFN2
3693	ITGB5
6170	RPL39
7171	TPM4
1266	CNN3
2049	EPHB3
5934	RBL2
7088	TLE1
7155	TOP2B
892	CCNC
1024	CDK8
10036	CHAF1A
9412	MED21
1756	DMD
4634	MYL3
22995	CEP152
11190	CEP250
4091	SMAD6
64750	SMURF2
2041	EPHA1
103	ADAR
2783	GNB2
59345	GNB4
4299	AFF1
57332	CBX8
5290	PIK3CA
5293	PIK3CD
5294	PIK3CG
26523	AGO1
5435	POLR2F
5436	POLR2G
5439	POLR2J
5440	POLR2K
5441	POLR2L
27161	AGO2
23405	DICER1
23054	NCOA6
192669	AGO3
338	APOB
4038	LRP4
4160	MC4R
9672	SDC3
25909	AHCTF1
1058	CENPA
64946	CENPH
2491	CENPI
64105	CENPK
23421	ITGB3BP
79682	CENPU
5529	PPP2R5E
405	ARNT
5573	PRKAR1A
26292	MYCBP
4217	MAP3K5
5590	PRKCZ
5371	PML
7913	DEK
7311	UBA52
51433	ANAPC5
2886	GRB7
287	ANK2
2099	ESR1
55690	PACS1
8825	LIN7A
3091	HIF1A
2175	FANCA
2176	FANCC
2239	GPC4
10082	GPC6
9743	ARHGAP32
4233	MET
388	RHOB
5335	PLCG1
2033	EP300
2034	EPAS1
3131	HLF
23411	SIRT1
407	ARR3
6872	TAF1
3726	JUNB
55054	ATG16L1
5884	RAD17
1616	DAXX
1647	GADD45A
124995	MRPL10
63875	MRPL17
79590	MRPL24
10573	MRPL28
51253	MRPL37
64978	MRPL38
54148	MRPL39
65080	MRPL44
26589	MRPL46
740	MRPL49
54534	MRPL50
122704	MRPL52
116540	MRPL53
116541	MRPL54
10884	MRPS30
4528	MTIF2
6477	SIAH1
3791	KDR
10802	SEC24A
10427	SEC24B
5071	PRKN
599	BCL2L2
593	BCKDHA
23118	TAB2
3702	ITK
5336	PLCG2
3507	IGHM
648	BMI1
84733	CBX2
8535	CBX4
1912	PHC2
84172	POLR1B
64425	POLR1E
3717	JAK2
779	CACNA1S
4638	MYLK
5532	PPP3CB
6164	RPL34
55320	MIS18BP1
11339	OIP5
7402	UTRN
152831	KLB
1874	E2F4
1875	E2F5
7029	TFDP2
23097	CDK19
84246	MED10
6837	MED22
9442	MED27
80306	MED28
55588	MED29
90390	MED30
55090	MED9
6827	SUPT4H1
221830	POLR1F
7343	UBTF
8237	USP11
3665	IRF7
4163	MCC
3718	JAK3
8651	SOCS1
81559	TRIM11
9730	DCAF1
9732	DOCK4
84612	PARD6B
80205	CHD9
1261	CNGA3
3667	IRS1
7388	UQCRH
114294	LACTB
8633	UNC5C
51010	EXOSC3
55567	DNAH3
79659	DYNC2H1
11127	KIF3A
51191	HERC5
1608	DGKG
8643	PTCH2
170506	DHX36
84444	DOT1L
91750	LIN52
286826	LIN9
84108	PCGF6
5330	PLCB2
5998	RGS3
5610	EIF2AK2
2078	ERG
135112	NCOA7
7392	USF2
4605	MYBL2
50865	HEBP1
4899	NRF1
8439	NSMAF
2801	GOLGA2
2986	GUCY2F
3281	HSBP1
3383	ICAM1
7249	TSC2
7881	KCNAB1
55366	LGR4
3996	LLGL1
4144	MAT2A
25813	SAMM50
29072	SETD2
84309	NUDT16L1
11315	PARK7
5037	PEBP1
8554	PIAS1
5055	SERPINB2
7020	TFAP2A
7018	TF
55888	ZKSCAN7
7568	ZNF20
219749	ZNF25
79759	ZNF668
6317	SERPINB3
6318	SERPINB4
27125	AFF4
178	AGL
83858	ATAD3B
1041	CDSN
57062	DDX24
285489	DOK7
147409	DSG4
115548	FCHO2
11345	GABARAPL2
3886	KRT35
3850	KRT3
131578	LRRC15
4139	MARK1
136319	MTPN
4077	NBR1
51388	NIP7
51247	PAIP2
5317	PKP1
5630	PRPH
23029	RBM34
83759	RBM4B
140801	RPL10L
8568	RRP1
89777	SERPINB12
8987	STBD1
65975	STK33
55342	STRBP
7051	TGM1
117531	TMC1
80263	TRIM45
391123	VSIG8
284403	WDR62
23318	TUT4
2926	GRSF1
7978	MTERF1
25824	PRDX5
55217	TMLHE
11215	AKAP11
23363	OBSL1
23275	POFUT2
91748	MIDEAS
3963	LGALS7
53353	LRP1B
4783	NFIL3
23076	RRP1B
79677	SMC6
57602	USP36
752	FMNL1
55968	NSFL1C
4363	ABCC1
6541	SLC7A1
6166	RPL36AL
53347	UBASH3A
9118	INA
7703	PCGF2
238	ALK
1748	DLX4
64754	SMYD3
333	APLP1
60468	BACH2
388753	COA6
55827	DCAF6
90957	DHX57
161582	DNAAF4
1984	EIF5A
201163	FLCN
2717	GLA
55922	NKRF
5092	PCBD1
11186	RASSF1
84154	RPF2
65095	KRI1
9513	FXR2
2802	GOLGA3
10409	BASP1
6273	S100A2
9582	APOBEC3B
1824	DSC2
56648	EIF5A2
5224	PGAM2
140576	S100A16
5275	SERPINB13
55714	TENM3
57473	ZNF512B
51566	ARMCX3
23246	BOP1
64794	DDX31
22936	ELL2
219541	MED19
23077	MYCBP2
22984	PDCD11
221504	ZBTB9
283489	CHAMP1
51337	THEM6
6838	SURF6
1357	CPA1
115201	ATG4A
55024	BANK1
25792	CIZ1
2762	GMDS
84946	LTV1
84557	MAP1LC3A
57727	NCOA5
4750	NEK1
389677	RBM12B
29890	RBM15B
8406	SRPX
90655	TGIF2LY
411	ARSB
144097	SPINDOC
146754	DNAH2
26260	FBXO25
55363	HEMGN
3241	HPCAL1
8260	NAA10
4820	NKTR
5355	PLP2
59341	TRPV4
51807	TUBA8
55187	VPS13D
8436	CAVIN2
55677	IWS1
56667	MUC13
754	PTTG1IP
6515	SLC2A3
9144	SYNGR2
95	ACY1
394	ARHGAP5
10360	NPM3
9400	RECQL5
6672	SP100
8637	EIF4EBP3
11103	KRR1
256691	MAMDC2
23263	MCF2L
55003	PAK1IP1
9338	TCEAL1
3275	PRMT2
5796	PTPRK
9655	SOCS5
157570	ESCO2
79366	HMGN5
51372	TMA7
4281	MID1
3097	HIVEP2
8445	DYRK2
22998	LIMCH1
23569	PADI4
54971	BANP
55033	FKBP14
6522	SLC4A2
4603	MYBL1
22927	HABP4
57524	CASKIN1
8555	CDC14B
2000	ELF4
9464	HAND2
6103	RPGR
22873	DZIP1
3004	GZMM
64895	PAPOLG
3204	HOXA7
64412	GZF1
54820	NDE1
5048	PAFAH1B1
332	BIRC5
113130	CDCA5
55143	CDCA8
1060	CENPC
91687	CENPL
79019	CENPM
80152	CENPT
6249	CLIP1
79980	DSN1
3619	INCENP
81930	KIF18A
79003	MIS12
81565	NDEL1
25936	NSL1
5525	PPP2R5A
5526	PPP2R5B
5528	PPP2R5D
6396	SEC13
151648	SGO1
147841	SPC24
87178	PNPT1
94104	PAXBP1
24144	TFIP11
56949	XAB2
8557	TCAP
22870	PPP6R1
861	RUNX1
7750	ZMYM2
9919	SEC16A
64399	HHIP
3300	DNAJB2
30836	DNTTIP2
79885	HDAC11
4705	NDUFA10
8458	TTF2
10320	IKZF1
283248	RCOR2
10153	CEBPZ
29028	ATAD2
622	BDH1
84916	UTP4
2119	ETV5
6936	GCFC2
6651	SON
55813	UTP6
54663	WDR74
51087	YBX2
1869	E2F1
9500	MAGED1
154796	AMOT
4289	MKLN1
10159	ATP6AP2
331	XIAP
2072	ERCC4
51512	GTSE1
5523	PPP2R3A
4201	MEA1
5268	SERPINB5
1632	ECI1
84706	GPT2
2875	GPT
84464	SLX4
2235	FECH
26037	SIPA1L1
140597	TCEAL2
10768	AHCYL1
10455	ECI2
23138	N4BP3
94121	SYTL4
10868	USP20
10625	IVNS1ABP
117178	SSX2IP
7375	USP4
810	CALML3
2171	FABP5
10198	MPHOSPH9
114883	OSBPL9
7572	ZNF24
4799	NFX1
56001	NXF2
59343	SENP2
25	ABL1
7204	TRIO
54386	TERF2IP
8220	ESS2
9759	HDAC4
55361	PI4K2A
55300	PI4K2B
5298	PI4KB
23462	HEY1
5881	RAC3
9070	ASH2L
11073	TOPBP1
84311	MRPL45
10892	MALT1
7428	VHL
80198	MUS81
23085	ERC1
11066	SNRNP35
7030	TFE3
2733	GLE1
7024	TFCP2
3205	HOXA9
3224	HOXC8
10579	TACC2
4487	MSX1
9055	PRC1
9372	ZFYVE9
8801	SUCLG2
7257	TSNAX
3219	HOXB9
3225	HOXC9
548593	SLX1A
23543	RBFOX2
4741	NEFM
8974	P4HA2
79169	C1orf35
51124	IER3IP1
4150	MAZ
51762	RAB8B
11079	RER1
55197	RPRD1A
91582	RPS19BP1
9321	TRIP11
54432	YIPF1
79724	ZNF768
55662	HIF1AN
56957	OTUD7B
24140	FTSJ1
51181	DCXR
146956	EME1
51068	NMD3
4534	MTM1
9024	BRSK2
27034	ACAD8
7840	ALMS1
4946	OAZ1
55125	CEP192
55722	CEP72
22981	NINL
8481	OFD1
154810	AMOTL1
10207	PATJ
8777	MPDZ
64398	PALS1
56288	PARD3
9462	RASAL2
4591	TRIM37
4853	NOTCH2
27185	DISC1
5786	PTPRA
26524	LATS2
5987	TRIM27
56254	RNF20
11180	WDR6
83985	SPNS1
90102	PHLDB2
8496	PPFIBP1
35	ACADS
36	ACADSB
8678	BECN1
128178	EDARADD
7405	UVRAG
116840	CNTROB
27304	MOCS3
9939	RBM8A
22801	ITGA11
3093	UBE2K
7335	UBE2V1
6844	VAMP2
4481	MSR1
4099	MAG
10973	ASCC3
51720	UIMC1
85476	GFM1
84340	GFM2
54948	MRPL16
54460	MRPS21
6812	STXBP1
5534	PPP3R1
5980	REV3L
26232	FBXO2
1158	CKM
2887	GRB10
11156	PTP4A3
4724	NDUFS4
5695	PSMB7
8427	ZNF282
25865	PRKD2
7866	IFRD2
23132	RAD54L2
4190	MDH1
60496	AASDHPPT
80011	PSME3IP1
10243	GPHN
84306	PDCD2L
5830	PEX5
5522	PPP2R2C
163859	SDE2
6526	SLC5A3
4015	LOX
5226	PGD
147746	HIPK4
8682	PEA15
8479	HIRIP3
22858	CILK1
1121	CHM
2271	FH
118980	SFXN2
793	CALB1
26047	CNTNAP2
23576	DDAH1
26059	ERC2
2622	GAS8
2987	GUK1
5019	OXCT1
115827	RAB3C
83699	SH3BGRL2
11344	TWF2
7345	UCHL1
11101	ATE1
10687	PNMA2
55109	AGGF1
81557	MAGED4B
728239	MAGED4
4357	MPST
7263	TST
7259	TSPYL1
79665	DHX40
65083	NOL6
1871	E2F3
10142	AKAP9
6934	TCF7L2
124	ADH1A
125	ADH1B
126	ADH1C
127	ADH4
128	ADH5
130	ADH6
131	ADH7
6323	SCN1A
57142	RTN4
57530	CGN
8202	NCOA3
51676	ASB2
64135	IFIH1
2648	KAT2A
10474	TADA3
64969	MRPS5
9112	MTA1
6594	SMARCA1
80789	INTS5
9123	SLC16A3
9057	SLC7A6
1537	CYC1
2100	ESR2
8575	PRKRA
64145	RBSN
200576	PIKFYVE
5867	RAB4A
4580	MTX1
7486	WRN
8803	SUCLA2
6904	TBCD
91975	ZNF300
53635	PTOV1
9889	ZBED4
119559	SFXN4
8216	LZTR1
23071	ERP44
6525	SMTN
78988	MRPL57
140886	PABPC5
1201	CLN3
10901	DHRS4
57568	SIPA1L2
54982	CLN6
84129	ACAD11
22839	DLGAP4
116092	DNTTIP1
636	BICD1
1264	CNN1
55806	HR
254427	PROSER2
55177	RMDN3
6699	SPRR1B
8831	SYNGAP1
248	ALPI
249	ALPL
251	ALPG
26093	CCDC9
56919	DHX33
10495	ENOX2
57678	GPAM
2820	GPD2
221395	ADGRF5
3612	IMPA1
84456	L3MBTL3
80055	PGAP1
5372	PMM1
5373	PMM2
6319	SCD
51460	SFMBT1
10999	SLC27A4
55627	SMPD4
7707	ZNF148
23753	SDF2L1
11014	KDELR2
60386	SLC25A19
89874	SLC25A21
7922	SLC39A7
137964	GPAT4
10678	B3GNT2
10715	CERS1
23155	CLCC1
1595	CYP51A1
10170	DHRS9
57650	CIP2A
23588	KLHDC2
64327	LMBR1
157506	RDH10
51109	RDH11
145226	RDH12
8608	RDH16
50700	RDH8
10615	SPAG5
9777	TM9SF4
54929	TMEM161A
3226	HOXC10
7205	TRIP6
10956	OS9
1010	CDH12
79866	BORA
4086	SMAD1
147	ADRA1B
7538	ZFP36
8741	TNFSF13
9646	CTR9
283160	OR8D2
9734	HDAC9
3386	ICAM4
6657	SOX2
4701	NDUFA7
83852	SETDB2
347240	KIF24
64759	TNS3
58506	SCAF1
5069	PAPPA
313	AOAH
219790	RTKN2
6536	SLC6A9
339390	CLEC4G
1662	DDX10
56000	NXF3
9391	CIAO1
7046	TGFBR1
112858	TP53RK
51002	TPRKB
9702	CEP57
80335	WDR82
1027	CDKN1B
81572	PDRG1
9203	ZMYM3
8725	URI1
23368	PPP1R13B
79657	RPAP3
55607	PPP1R9A
64919	BCL11B
116143	DNAAF10
5504	PPP1R2
10848	PPP1R13L
170954	PPP1R18
22853	LMTK2
6992	PPP1R11
6314	ATXN7
7187	TRAF3
26003	GORASP2
3661	IRF3
3298	HSF2
1838	DTNB
4582	MUC1
1837	DTNA
2170	FABP3
5089	PBX2
1069	CETN2
10607	TBL3
5134	PDCD2
5822	PWP2
10494	STK25
1068	CETN1
1070	CETN3
257218	SHPRH
84954	MPND
54868	TMEM104
10885	WDR3
151636	DTX3L
317781	DDX51
51599	LSR
10195	ALG3
153562	MARVELD2
6000	RGS7
65117	RSRC2
6480	ST6GAL1
84620	ST6GAL2
57217	TTC7A
7739	ZNF185
9785	DHX38
25962	VIRMA
9589	WTAP
7411	VBP1
9531	BAG3
55367	PIDD1
1059	CENPB
9493	KIF23
55290	BRF2
837	CASP4
865	CBFB
9425	CDYL
3516	RBPJ
8061	FOSL1
6938	TCF12
7468	NSD2
255967	PAN3
7247	TSN
9859	CEP170
2117	ETV3
23095	KIF1B
10749	KIF1C
60312	AFAP1
51094	ADIPOR1
27086	FOXP1
5939	RBMS2
25822	DNAJB5
55706	NDC1
19	ABCA1
27	ABL2
7143	TNR
57591	MRTFA
7456	WIPF1
80314	EPC1
3683	ITGAL
51742	ARID4B
55755	CDK5RAP2
1487	CTBP1
55869	HDAC8
5575	PRKAR1B
51343	FZR1
9232	PTTG1
10717	AP4B1
4952	OCRL
57697	FANCM
55738	ARFGAP1
84159	ARID5B
4297	KMT2A
51230	PHF20
2355	FOSL2
6873	TAF2
64928	MRPL14
9617	MTRF1
7071	KLF10
2186	BPTF
8913	CACNA1G
26273	FBXO3
54623	PAF1
4850	CNOT4
5308	PITX2
1535	CYBA
29796	UQCR10
10975	UQCR11
7381	UQCRB
7386	UQCRFS1
1769	DNAH8
3306	HSPA2
8997	KALRN
10138	YAF2
11211	FZD10
4881	NPR1
860	RUNX2
3206	HOXA10
170850	KCNG3
253558	LCLAT1
22906	TRAK1
10775	POP4
28227	PPP2R3B
5896	RAG1
90701	SEC11C
117608	ZNF354B
54807	ZNF586
283337	ZNF740
57538	ALPK3
23264	ZC3H7B
23172	ABRAXAS2
10350	ABCA9
5243	ABCB1
137735	ABRA
10554	AGPAT1
56894	AGPAT3
56895	AGPAT4
113146	AHNAK2
84883	AIFM2
55966	AJAP1
57597	BAHCC1
54014	BRWD1
84226	SPATA31H1
55573	CDV3
6320	CLEC11A
22883	CLSTN1
113612	CYP2U1
79132	DHX58
54769	DIRAS2
128853	DUSP15
2303	FOXC2
122786	FRMD6
9758	FRMPD4
2569	GABRR1
57512	GPR158
3215	HOXB5
3603	IL16
3642	INSM1
9856	KIAA0319
85474	LBX2
89876	CFAP91
9223	MAGI1
129642	MBOAT2
55784	MCTP2
57534	MIB1
89795	NAV3
29881	NPC1L1
4885	NPTX2
84033	OBSCN
4983	OPHN1
11240	PADI2
8572	PDLIM4
84295	PHF6
80243	PREX2
55771	PRR11
253959	RALGAPA1
9699	RIMS2
219285	SAMD9L
399979	SNX19
30815	ST6GALNAC6
6996	TDG
55852	TEX2
339967	TMPRSS11A
8784	TNFRSF18
7166	TPH1
4308	TRPM1
64132	XYLT2
10472	ZBTB18
9923	ZBTB40
463	ZFHX3
64397	ZNF106
84215	ZNF541
81545	FBXO38
8030	CCDC6
56890	MDM1
54993	ZSCAN2
9097	USP14
10389	SCML2
29107	NXT1
10452	TOMM40
51225	ABI3
1466	CSRP2
4298	MLLT1
11064	CNTRL
30011	SH3KBP1
6712	SPTBN2
4792	NFKBIA
10087	CERT1
220164	DOK6
23082	PPRC1
6310	ATXN1
348158	ACSM2B
51490	SPOUT1
10529	NEBL
5814	PURB
6407	SEMG2
400673	VMAC
27072	VPS41
65266	WNK4
9404	LPXN
3068	HDGF
9757	KMT2B
4221	MEN1
5932	RBBP8
55174	INTS10
840	CASP7
831	CAST
51167	CYB5R4
54514	DDX4
4121	MAN1A1
10905	MAN1A2
11253	MAN1B1
57134	MAN1C1
51542	VPS54
8945	BTRC
10413	YAP1
23291	FBXW11
10460	TACC3
22914	KLRK1
9113	LATS1
60485	SAV1
29904	EEF2K
22822	PHLDA1
5612	THAP12
8302	KLRC4
91768	CABLES1
5097	PCDH1
10174	SORBS3
4868	NPHS1
4606	MYBPC2
1739	DLG1
3778	KCNMA1
6331	SCN5A
8907	AP1M1
23431	AP4E1
27113	BBC3
27040	LAT
80012	PHC3
79728	PALB2
9402	GRAP2
8911	CACNA1I
58484	NLRC4
84174	SLA2
8318	CDC45
1050	CEBPA
8506	CNTNAP1
23418	CRB1
5473	PPBP
22920	KIFAP3
3720	JARID2
6262	RYR2
2550	GABBR1
254879	OR2T6
4995	OR3A2
10055	SAE1
27295	PDLIM3
1514	CTSL
9778	KIAA0232
4253	MIA2
27341	RRP7A
51706	CYB5R1
90809	PIP4P1
6018	RLF
11155	LDB3
175	AGA
23261	CAMTA1
9635	CLCA2
54677	CROT
57165	GJC2
57722	IGDCC4
255189	PLA2G4F
5324	PLAG1
8498	RANBP3
9467	SH3BP5
23315	SLC9A8
6683	SPAST
7775	ZNF232
23036	ZNF292
11214	AKAP13
24149	ZNF318
29843	SENP1
2652	OPN1MW
84675	TRIM55
5956	OPN1LW
8932	MBD2
5203	PFDN4
6908	TBP
283899	INO80E
8819	SAP30
4747	NEFL
658	BMPR1B
367	AR
7444	VRK2
28964	GIT1
23309	SIN3B
2908	NR3C1
9575	CLOCK
1407	CRY1
1408	CRY2
5187	PER1
8864	PER2
8853	ASAP2
79447	PAGR1
6878	TAF6
10245	TIMM17B
54108	CHRAC1
23468	CBX5
26009	ZZZ3
10912	GADD45G
25791	NGEF
1964	EIF1AX
2101	ESRRA
6670	SP3
7025	NR2F1
4929	NR4A2
51808	PHAX
1373	CPS1
51194	IPO11
5587	PRKD1
157680	VPS13B
4774	NFIA
5316	PKNOX1
58499	ZNF462
10459	MAD2L2
23567	ZNF346
5569	PKIA
63976	PRDM16
387104	MTCL3
7023	TFAP4
29842	TFCP2L1
7342	UBP1
115426	UHRF2
51341	ZBTB7A
51043	ZBTB7B
23051	ZHX3
63925	ZNF335
26206	SPAG8
9678	PHF14
26012	NSMF
29098	RANGRF
23353	SUN1
81567	TXNDC5
3949	LDLR
9140	ATG12
3811	KIR3DL1
3812	KIR3DL2
22794	CASC3
9666	DZIP3
51164	DCTN4
51466	EVL
3434	IFIT1
29982	NRBF2
1861	TOR1A
25870	SUMF2
84669	USP32
6048	RNF5
1540	CYLD
64746	ACBD3
9445	ITM2B
56886	UGGT1
51256	TBC1D7
55062	WIPI1
10954	PDIA5
257415	FAM133B
5611	DNAJC3
80267	EDEM3
3265	HRAS
84148	KAT8
4216	MAP3K4
2353	FOS
10238	DCAF7
55133	SRBD1
7015	TERT
4092	SMAD7
2146	EZH2
196	AHR
6198	RPS6KB1
1398	CRK
675	BRCA2
5888	RAD51
7161	TP73
92335	STRADA
993	CDC25A
4303	FOXO4
1052	CEBPD
2114	ETS2
9039	UBA3
22933	SIRT2
8883	NAE1
5721	PSME2
60314	MYG1
55699	IARS2
54187	NANS
29968	PSAT1
768	CA9
11011	TLK2
29765	TMOD4
55759	WDR12
28960	DCPS
10113	PREB
4261	CIITA
4925	NUCB2
5833	PCYT2
55664	CDC37L1
59342	SCPEP1
3663	IRF5
7498	XDH
54957	TXNL4B
57576	KIF17
11279	KLF8
10636	RGS14
7779	SLC30A1
25793	FBXO7
10600	USP16
4924	NUCB1
7726	TRIM26
2077	ERF
26574	AATF
1870	E2F2
4804	NGFR
1949	EFNB3
1362	CPD
11200	CHEK2
23327	NEDD4L
51678	PALS2
90333	ZNF468
23641	LDOC1
4137	MAPT
10200	MPHOSPH6
26039	SS18L1
1630	DCC
4236	MFAP1
51729	WBP11
57492	ARID1B
51176	LEF1
8900	CCNA1
890	CCNA2
6502	SKP2
7323	UBE2D3
7327	UBE2G2
10752	CHL1
10618	TGOLN2
9179	AP4M1
3364	HUS1
5883	RAD9A
10296	MAEA
10776	ARPP19
55723	ASF1B
1876	E2F6
9739	SETD1A
468	ATF4
22809	ATF5
990	CDC6
594	BCKDHB
329	BIRC2
330	BIRC3
56616	DIABLO
29760	BLNK
974	CD79B
51082	POLR1D
246721	POLR2J2
51728	POLR3K
30834	POLR1H
26271	FBXO5
5261	PHKG2
6839	SUV39H1
898	CCNE1
9150	CTDP1
994	CDC25B
55521	TRIM36
8317	CDC7
10926	DBF4
3175	ONECUT1
1053	CEBPE
10750	GRAP
677	ZFP36L1
56992	KIF15
3835	KIF22
23471	TRAM1
9162	DGKI
23269	MGA
8001	GLRA3
6019	RLN2
8398	PLA2G6
7289	TULP3
23133	PHF8
80329	ULBP1
3459	IFNGR1
3476	IGBP1
3738	KCNA3
23415	KCNH4
4194	MDM4
8013	NR4A3
29893	PSMC3IP
4700	NDUFA6
4726	NDUFS6
80854	SETD7
10101	NUBP2
10248	POP7
5696	PSMB8
6843	VAMP1
7005	TEAD3
54543	TOMM7
7398	USP1
11183	MAP4K5
10420	TESK2
55837	EAPP
51335	NGRN
29946	SERTAD3
23456	ABCB10
8834	TMEM11
10058	ABCB6
6558	SLC12A2
10099	TSPAN3
8504	PEX3
10024	TROAP
53616	ADAM22
5775	PTPN4
10542	LAMTOR5
5927	KDM5A
10626	TRIM16
4110	MAGEA11
97	ACYP1
5550	PREP
123228	SENP8
6718	AKR1D1
923	CD6
29880	ALG5
4211	MEIS1
1719	DHFR
51265	CDKL3
8763	CD164
51172	NAGPA
55872	PBK
1316	KLF6
10330	CNPY2
9787	DLGAP5
10682	EBP
55810	FOXJ2
83595	SOX7
6668	SP2
9399	STOML1
6941	TCF19
8409	UXT
57862	ZNF410
22992	KDM2A
10553	HTATIP2
6999	TDO2
3202	HOXA5
8995	TNFSF18
84307	ZNF397
58487	CREBZF
9988	DMTF1
7095	SEC62
10950	BTG3
8438	RAD54L
2868	GRK4
9994	CASP8AP2
3104	ZBTB48
8804	CREG1
4863	NPAT
56654	NPDC1
8930	MBD4
6689	SPIB
9023	CH25H
7701	ZNF142
51192	CKLF
7504	XK
6341	SCO1
6004	RGS16
9791	PTDSS1
6671	SP4
1594	CYP27B1
1551	CYP3A7
8560	DEGS1
123099	DEGS2
2139	EYA2
5570	PKIB
55831	EMC3
57089	ENTPD7
2070	EYA4
29923	HILPDA
9741	LAPTM4A
4825	NKX6-1
11162	NUDT6
5509	PPP1R3D
7799	PRDM2
9781	RNF144A
5002	SLC22A18
10478	SLC25A17
55972	SLC25A40
64116	SLC39A8
10329	RXYLT1
64222	TOR3A
54802	TRIT1
10681	GNB5
9815	GIT2
23429	RYBP
387893	KMT5A
5101	PCDH9
2051	EPHB6
6944	VPS72
23303	KIF13B
57761	TRIB3
6608	SMO
11016	ATF7
604	BCL6
85441	HELZ2
10891	PPARGC1A
29102	DROSHA
10011	SRA1
1606	DGKA
1607	DGKB
8527	DGKD
83746	L3MBTL2
9451	EIF2AK3
9170	LPAR2
2846	LPAR4
8611	PLPP1
8613	PLPP3
10224	ZNF443
7391	USF1
53335	BCL11A
23613	ZMYND8
9915	ARNT2
943	TNFRSF8
1770	DNAH9
1879	EBF1
3299	HSF4
9107	MTMR6
116337	PANX3
25833	POU2F3
80342	TRAF3IP3
55679	LIMS2
6272	SORT1
9616	RNF7
3656	IRAK2
10392	NOD1
64219	PJA1
9867	PJA2
22954	TRIM32
4920	ROR2
90249	UNC5A
8669	EIF3J
2155	F7
54472	TOLLIP
10040	TOM1L1
51132	RLIM
26505	CNNM3
79001	VKORC1
91526	ANKRD44
8603	FAM193A
85302	FBF1
8897	MTMR3
4776	NFATC4
112574	SNX18
11188	NISCH
9253	NUMBL
9618	TRAF4
114928	GPRASP2
3096	HIVEP1
5307	PITX1
54715	RBFOX1
4488	MSX2
1749	DLX5
9315	NREP
64582	GPR135
4914	NTRK1
396	ARHGDIA
84894	LINGO1
4974	OMG
65078	RTN4R
4793	NFKBIB
7186	TRAF2
51283	BFAR
627	BDNF
4915	NTRK2
10782	ZNF274
55859	BEX1
4615	MYD88
7185	TRAF1
8767	RIPK2
941	CD80
3558	IL2
28986	MAGEH1
27018	BEX3
4909	NTF4
4916	NTRK3
9063	PIAS2
5783	PTPN13
6297	SALL2
11075	STMN2
4613	MYCN
7188	TRAF5
2889	RAPGEF1
9846	GAB2
673	BRAF
6016	RIT1
6014	RIT2
4145	MATK
10818	FRS2
8660	IRS2
53358	SHC3
10287	RGS19
7442	TRPV1
4919	ROR1
1410	CRYAB
22986	SORCS3
9111	NMI
5204	PFDN5
6929	TCF3
7421	VDR
842	CASP9
10297	APC2
3280	HES1
841	CASP8
896	CCND3
1021	CDK6
5926	ARID4A
84312	BRMS1L
3622	ING2
79685	SAP30L
64426	SUDS3
406	BMAL1
55870	ASH1L
58508	KMT2C
9869	SETDB1
573	BAG1
8861	LDB1
4005	LMO2
835	CASP2
10362	HMG20B
51317	PHF21A
2972	BRF1
6617	SNAPC1
6619	SNAPC3
863	CBFA2T3
1488	CTBP2
55758	RCOR3
6239	RREB1
7764	ZNF217
9658	ZNF516
894	CCND2
9134	CCNE2
905	CCNT2
7704	ZBTB16
2305	FOXM1
2623	GATA1
4654	MYOD1
10363	HMG20A
26959	HBP1
1788	DNMT3A
81579	PLA2G12A
10943	MSL3
55904	KMT2E
6886	TAL1
5079	PAX5
5601	MAPK9
4286	MITF
